layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
4,90,0.29297199845314026,0.18358199298381805,0.15410920977592468,0.11873341351747513,0.10452670603990555,0.06973394006490707,0.03159197047352791,0.017277127131819725,0.003735943464562297,0.002526574768126011,5,6,7,9
5,90,0.30359774827957153,0.1766212284564972,0.15130940079689026,0.11552682518959045,0.10315720736980438,0.06913620978593826,0.031189724802970886,0.016818061470985413,0.00431276299059391,0.0028457457665354013,5,6,7,9
6,90,0.31453296542167664,0.16965192556381226,0.14666131138801575,0.11766795068979263,0.09975088387727737,0.06598496437072754,0.030469132587313652,0.01580306887626648,0.005390999373048544,0.0035014492459595203,6,6,8,9
7,90,0.33757734298706055,0.15907184779644012,0.13851357996463776,0.12109581381082535,0.09240397810935974,0.06053822115063667,0.029608426615595818,0.015265791676938534,0.006473552901297808,0.0038702283054590225,6,6,8,9
8,90,0.3366974890232086,0.15189555287361145,0.14010146260261536,0.12233958393335342,0.09028960764408112,0.060006409883499146,0.029123617336153984,0.015491991303861141,0.008213606663048267,0.004670776426792145,6,6,9,9
9,90,0.30799442529678345,0.15730129182338715,0.146645188331604,0.1238996684551239,0.09529301524162292,0.05866755545139313,0.028941061347723007,0.015881462022662163,0.010246959514915943,0.0053204745054244995,6,7,10,9
10,90,0.29404157400131226,0.16314592957496643,0.13921816647052765,0.11945805698633194,0.10230647772550583,0.05913074314594269,0.026555411517620087,0.018135953694581985,0.012959741987287998,0.00617171311751008,6,7,12,9
11,90,0.4446965157985687,0.12946535646915436,0.10645866394042969,0.09575491398572922,0.06875137984752655,0.04353748634457588,0.019741488620638847,0.019394714385271072,0.011171024292707443,0.006181064527481794,6,7,11,9
0,90,0.24185648560523987,0.19522249698638916,0.18305502831935883,0.1385110318660736,0.11525008827447891,0.07370742410421371,0.03341628611087799,0.01197193656116724,0.0007579618250019848,0.0005042515113018453,5,6,7,10
1,90,0.25317707657814026,0.19193054735660553,0.1747507005929947,0.1438990980386734,0.10812031477689743,0.07179474830627441,0.035474296659231186,0.012656714767217636,0.0011518740793690085,0.0005955329397693276,5,6,7,10
2,90,0.2506715953350067,0.19295580685138702,0.16731491684913635,0.13909241557121277,0.11122681200504303,0.07315962761640549,0.03543505072593689,0.015001741237938404,0.00155332637950778,0.0012012994848191738,5,6,7,10
3,90,0.26890525221824646,0.18757322430610657,0.1623292714357376,0.1305152028799057,0.10488270968198776,0.06899261474609375,0.034832727164030075,0.01782798394560814,0.0021792990155518055,0.00202563195489347,5,6,7,10
4,90,0.2932615578174591,0.1817929595708847,0.15221856534481049,0.12006308138370514,0.10325399041175842,0.06948237121105194,0.03115612268447876,0.01726994663476944,0.0029028027784079313,0.0024212549906224012,5,6,7,10
5,90,0.3049846291542053,0.17518939077854156,0.14907827973365784,0.11372456699609756,0.10419159382581711,0.06864331662654877,0.03054477646946907,0.016601070761680603,0.0034879958257079124,0.0029425511602312326,6,6,8,10
6,90,0.314683198928833,0.16910967230796814,0.1440919190645218,0.11591675877571106,0.10061999410390854,0.06553255021572113,0.02991940639913082,0.01583677902817726,0.0044275070540606976,0.003519794438034296,6,6,8,10
7,90,0.3355405032634735,0.15958251059055328,0.13679732382297516,0.11952970921993256,0.093499094247818,0.060025569051504135,0.02920171245932579,0.0153699005022645,0.005103778094053268,0.004031463526189327,6,6,9,10
8,90,0.3353268802165985,0.15203775465488434,0.1375422179698944,0.1216450035572052,0.09107839316129684,0.05944695323705673,0.02859167382121086,0.015591940842568874,0.006321062799543142,0.004863885696977377,6,7,10,10
9,90,0.30717360973358154,0.15425612032413483,0.14625757932662964,0.12282095849514008,0.0957692414522171,0.05785251408815384,0.028211437165737152,0.01613428443670273,0.007756343111395836,0.006168107967823744,6,7,12,10
10,90,0.29366227984428406,0.1592870056629181,0.13922323286533356,0.11815521121025085,0.10188373923301697,0.05846737325191498,0.025975355878472328,0.018351078033447266,0.009853621013462543,0.00694325752556324,6,8,14,10
11,90,0.44525131583213806,0.12656976282596588,0.10667722672224045,0.093915656208992,0.06807354837656021,0.041919220238924026,0.01884595677256584,0.018135730177164078,0.009072569198906422,0.006959149613976479,6,7,13,10
